Review,Username,Rating,NegativeRating,NeutralRatings,PositiveFeeling,AppName
"update after update, still not possible download the credit card invoice. also, the invoice sent by email ever the file not open and shown message that the file is corrupted.",Edu Camargo,1,1,0,0,sentimentos
"So far so good, this bank seems so good to be real. I have had some difficulties to update my data on this app, e.g. To confirm my cellphone number, I type but I can't finish before it get stuck.",J B,4,0,0,1,sentimentos
"I have used for some years, without issues , but now in dec21 when I need support. it not worked and they could not solve a simple problem. ...like other Banks ... it is good when you don't need their help.",Danilo San,3,0,1,0,sentimentos
"I started using the app and the credit card a few days ago and I am very excited about it. It's a great card, it is so beautiful and the app is very good, It's easy to use, fast and simple to understand. I've been loving it! Thanks to all nubankers!",José Carlos Marçal,5,0,0,1,sentimentos
Best bank ever. Best support ever. I got no words to describe. I rather pay Internacional fees with it then with My regular national card in Europe. Thanks for years of quality that never let me down!,Raphael Pereira,5,0,0,1,sentimentos
"It's great! I'd just like to suggest a thing: I'd like to add my Nubank card to my Samsung pay app, but it says the card isn't supported yet. Please, make it work.",A Google user,4,0,0,1,sentimentos
Excelente tarjeta muy cumplidos muy confiable. Es de lo mejor que existe si no la mejor. Super recomendada. Excellent card and the app works fine. Im very pleased cause its impressive how accessible they are. Highly recommended,Rolly Goizueta,5,0,0,1,sentimentos
The first credit card we never forget! I am having a wonderful experience with this modernized bank! Congratulations for providing us such a great platform!,A Google user,5,0,0,1,sentimentos
App is great but lastest update freezes the phone as soon as I open it. After changing apps and going back it works.,Hana,4,0,0,1,sentimentos
"Unfortunately this app has a problem with the camera sensor, 'cause I had tried many times to upload my documents and the camera still blurry, please my phone brand is LG K52, updated and let me know!",Adenilson Benevenuto,1,1,0,0,sentimentos
Error. I have 780 points in my credit score and I couldn't get a credit with this app. I simply can't login to validate my documents.,Jesús Martínez Mendoza,1,1,0,0,sentimentos
"Suddenly the app logged me out, updated the app and it keeps telling me I don't have internet. The app used to work great, will update until it's fixed",Kevin Carrizales,1,1,0,0,sentimentos
Excellent. Simple to use. Gives the much desired transparency to all the credit card transactions. Practical for short-term rentability of cash reserved for daily payments.,Cristiano Jacques,5,0,0,1,sentimentos
"Used to be an app with clean, objective and easy to find and see information. Now it's ridiculed with advertisements and hard to navigate",Chak Lee,1,1,0,0,sentimentos
"Trying to pay an international purchase, the page asks for a confirmation but there's no way to confirm in the app. Not button, nothing, only a notification",A. Mauricio Trujillo,1,1,0,0,sentimentos
"I've been installing and removing the app 3 time because you guys never send me the email to open the account, I also try by the website and the same happened. I'm really interested in working with you guys but I dont understand why you never answer me or even tell me the reason why I'm not being accepted.",Verona Quero,1,1,0,0,sentimentos
"Nu Bank is very nice and helpful. But the assistants are annoying because they come like ""heeellooooo"" with smiles and stickers and many times, they don't solve the problem practicaly and easily",ma reb,3,0,1,0,sentimentos
"Love this Bank. Just great. Easy to use, always ready to help, and attendants that really want to help. Loving my experience with this bank.",A Google user,5,0,0,1,sentimentos
"I loved the application, super intuitive and dynamic, among those that exist is one of the best.",Everton Rodolfo,4,0,0,1,sentimentos
"Very nice app, well developed, very intuitive with a modern look. Congratulations!",A Google user,5,0,0,1,sentimentos
This app it's total garbage never had any issues trying to send my ID pictur es to any bank until I use this app camera sucks contacted bank said it's my phone which totally wrong send em photos with my same cell camera off the app still got me ban due to fact picturea from app won't come out legible,CM CM,1,1,0,0,sentimentos
"Pix pix pix, come on pix. Thanks nubank inc, group It's one of the most better inc bank around the world! Always improving their services and resource. Always in order to upgrade! Keep going!",Yagami Programmer,5,0,0,1,sentimentos
"It is a easy app to use. I didn't have problems yet, just the capacity of buying of the credt card is to low.",Janaina Andrade,4,0,0,1,sentimentos
"Some bugs won't let me type my adress or some other info correctly, thus preventing me to use all functions. Please, fix.",Joao Victor Ramonda,3,0,1,0,sentimentos
Been trying to apply credit card and always say we analize your info please try again after 3months and asked me to do mo purchase using my debit card. Seriously been using it seen i got the card but till now the analization are not yet done. Sucks!,Rachel Jumapao,1,1,0,0,sentimentos
"Nubank has released new contactless function but does not want to configure to ask for password for any value making it totally unsafe in case of theft. Nubank, your card will be stored at home and will no longer be used.",A Google user,1,1,0,0,sentimentos
This last version freezes from the start. Doesn't allow to do anything. There is no alternative way to pay the credit card.,Andres Caicedo,1,1,0,0,sentimentos
"The app crashes after every new update released! I decided to give the last one a chance, only for my regret... The app won't even start. What a shame!",A Google user,1,1,0,0,sentimentos
"It's been excellent till the recent update where we can't change the shortcuts order. Terrible change! Please fix this, Nubank.",blankppr,1,1,0,0,sentimentos
"I can't use the app, I have a S10+ and the app just don't work, I can't even open it. Please do something, I just join to the bank and this is not helpfull",Miguel Gonzalez,1,1,0,0,sentimentos
My app is crashing all the time since the last update ... it didn't use to crash like this...,A Google user,2,1,0,0,sentimentos
"They reply very fast when I contact them to solve an issue, and the app is very easy to use.",Bruno Ribeiro,5,0,0,1,sentimentos
"DON'T USE THIS BANK. I SEND MONEY TO BRASIL THEY CONFISCATED MY MONEY. ITS A FRAUD. ILLEGAL. NEVER USE IT. IT WAS ONLY 1OOO,OO DOLAR. DON'T YOU EVER BELIEVE IN THIS BANK. STAY AWAY, AND KEEP YOUR MONEY SAFE WITH YOU. THEY DON'T HAVE CUSTOMER SERVICES.",Luciano Fernandes,1,1,0,0,sentimentos
Great bank. I live out of brazil but i can manage my finaces back home easly.,celson oliveira,5,0,0,1,sentimentos
"Since last updates, it just sucks, the layout it's horrible, no more autonomy, and bugs everytime",Giullia Motta,1,1,0,0,sentimentos
Definitely the best credit card for newbies like me. Their rates are very low and you also do not pay an annuity. i love you so much nu,Nery Pozos,5,0,0,1,sentimentos
As so many others there is an issue with nubanks interface of phone camera since several years..and no comments from nubank about the issue. Why is this never addressed?very frustrating..,sandra,1,1,0,0,sentimentos
It was working ok. Now I cannot see my purchases and everything is in portuguese despite the fact that I put Mexico.,Keith Davidson,3,0,1,0,sentimentos
"The best bank app i've ever used. Fluent screen transition, fast and very detailed. Glad to give 5 stars! Nubank app rock!",A Google user,5,0,0,1,sentimentos
"The best bank, I never could imagine a bank like this could exist. Is awesome, simplicity and fast.",Christopher Vitor Cionek,5,0,0,1,sentimentos
"Suddenly it's crashing when I try to make a payment on an invoice, I click to make the payment and the application simply ""freezes"".",Thiago Santos,5,0,0,1,sentimentos
Don't work in Android 7? Its not responding every time Iinstall e try to open.... And I'm a client for many years.,A Google user,1,1,0,0,sentimentos
"Simple, easy to use, still waiting for new functionalities to the new current account :)",A Google user,5,0,0,1,sentimentos
"It's useful, helpful, easy functions. I found here everything I need. I Suuuper recommend!",Jefferson Ribeiro,5,0,0,1,sentimentos
"absolutely amazing. Simple, functional and the card you select can be debit | credit.",Anthony Lucien,5,0,0,1,sentimentos
Not working with samsung s22 plus. Camera issue. Nao funciona camera no s22 plus.,Phelipe Mirandola Simoes,1,1,0,0,sentimentos
Would appreciate if instead of using a static CVV they should implement a dynamic CVV that changes every... Let's say 5-10 mins for online purchases.,Cesar Chewybjj,4,0,0,1,sentimentos
"Works great, but a function to separate the money on your piggyback so that you colud separate them accordingly to what diffferent purposes you have for them in the future would be nice.",Bruno -,4,0,0,1,sentimentos
Best bank app so far in my opinion. Ease to understand and use. Clean and simple interface. Lov it banking with Nubank!,Ricardo Coleta,5,0,0,1,sentimentos
"Some small features out-right don't work, but everything else about it is wonderful.",TheWalkingAmongTheDead,4,0,0,1,sentimentos
This app should have the option for all countries around the world so could you please look into it as I would like to download this app but I come from Australia.,Ashleigh Pettigrew,1,1,0,0,sentimentos
Updates with problems. Please fix it. Can't pay and app with lots of bugs.,A Google user,2,1,0,0,sentimentos
"After last update, the app does not work properly. Sometimes does not even do the log on.",Mario Salles,5,0,0,1,sentimentos
Its always good to have a bank account that i can use worldwide. ;) Easy to use & lots of goodies.,DaniellA Potengy,5,0,0,1,sentimentos
It's impossible to understand what is updated on each version. Really hard to give a better rate.,Márcio Dantas,3,0,1,0,sentimentos
"This app is simply perfect. Don't change anything, please. Thanks a bunch for the development team.",SKY KING DRONE,5,0,0,1,sentimentos
"Really easy to use,straight forward to open and setup your account.",Rodrigues 14,5,0,0,1,sentimentos
"Excellent bank service, easy to use and much more. I can't be more satisfied with Nubank.",Renée Rodrigues,5,0,0,1,sentimentos
"If you are looking for bank, a digital one, choose Nubank. It is easy to navigate, there are more pros than cons. I like and recommend Nubank",Anderson Luiz,5,0,0,1,sentimentos
Excellent app! Nubank's app is totally great to use and easy also. Do everything you need in a bank using this app.,Felipe Zottino Nazareth,5,0,0,1,sentimentos
"Amazing app, helps me a lot the system of the limit credit because I can control my spent!",Italo Campinho,5,0,0,1,sentimentos
The app is not working very well since the last update. And today is not working at all. I can use my account.,Cleyson Melo,2,1,0,0,sentimentos
Amazing app! It helps me a lot on my investments journey! It's very practical!,André O. Bueno,5,0,0,1,sentimentos
"Easy to use ñ, easy to understand and very simple for beginners",alex aguilar,5,0,0,1,sentimentos
There is a card showing at the home/ dash board... And it's irritating. I would like to get free of it.,Osmo Matias,1,1,0,0,sentimentos
"Good bank, best account I've had so far, but They will not resolve a transfer that went to an account I do not know.",Eloisa Amanda Silva de Macêdo Ribeiro,5,0,0,1,sentimentos
"loved the app, but I'm still waiting for my credit card! it's been almost FOUR MONTHS and still they're saying that I have to wait 3 months more to get the new card...",A Google user,5,0,0,1,sentimentos
After some update app is logging out automatically. I can't even see my stuff,A Google user,1,1,0,0,sentimentos
"Great, but please reactivate the search function for the previous debit transactions",Ghadeer Ismael,4,0,0,1,sentimentos
the app is crashing and it is useless.. they screwed up on this last version!!!!,A Google user,1,1,0,0,sentimentos
Fast app. I see everything I need to manage my card. Easy to use.,Christean Padilla,5,0,0,1,sentimentos
I miss the 'search' function to look for previous transactions! :(,Bárbara Borba,4,0,0,1,sentimentos
The best my very first credit card after having bad credit I love how you have control of your finances and spending,Victor Soto,5,0,0,1,sentimentos
I like the interface design is very simple and easy usage,matheo hoyos nieto,5,0,0,1,sentimentos
"Very easy app. Useful, practice, clearly app. Happy that's why I will give them 5 ⭐⭐⭐⭐⭐",Rogerio Correa,5,0,0,1,sentimentos
"Era bom até começar a forçar o uso de reconhecimento facial (used to be good, until they began forcing you to use face recognition)",Fernando Cabral,2,1,0,0,sentimentos
"Easy to apply, easy access and customer service is excellent",Derrick D,5,0,0,1,sentimentos
The app is not connecting for the past 24 hours and you can login through computer,muhammad munir hashim,2,1,0,0,sentimentos
"The app its not working. Cant enter to my card info, ask for a new card or an invitation but cant sign in...",Benjamin Garcia,3,0,1,0,sentimentos
"Terrible, my acount is in analyse for years already. No respond, no invitation code received until today, not even in SPAM folder.",Iogr Cat,1,1,0,0,sentimentos
"After many updates, APP's performance were bad, It is very slow.",Bruno Gonçalves,1,1,0,0,sentimentos
Last update just crashed the app and I can't access my account.,Ilana Gonçalves,1,1,0,0,sentimentos
Can't see last version of it on my GooglePlayStore apk. Only on my browsers show last version (july).,A A,5,0,0,1,sentimentos
"The only problem is that they give a very little limit, almost 2 year and I just have 600.",Leidiane carvalho,4,0,0,1,sentimentos
very good. giving 1 star because it's not polite to interrupt people asking them to rate things you pay to use.,Marcelo Beccaro,1,1,0,0,sentimentos
The app is not working for me i always have to open it by loggin into the play store,Hugo Ortiz,2,1,0,0,sentimentos
"There's a bug, I cannot select or take a photo. I really need this option, but it doesn't work.",Wesley Jr.,1,1,0,0,sentimentos
"Amazing credit card, definitely the only card that you need.",Jesús López Martínez,5,0,0,1,sentimentos
"Beautiful, easy to use and supportive. Just keep the good work.",A Google user,5,0,0,1,sentimentos
"Never had any problems, no taxes, great interface etc....",A Google user,5,0,0,1,sentimentos
Best banking for lower income people - like myself - ever. Extremely satisfied so far.,Sylvio Ney,5,0,0,1,sentimentos
"Best Bank ever. No maintenance fee, no surprises. It shows you exactly what you've spent. I am NU",Rafa,5,0,0,1,sentimentos
"Awesome bank, it's pretty simple to use and so effective!",Matheus Costa,5,0,0,1,sentimentos
Last few months has been a chaos in the app! Various bugs,Android pc Gamer,1,1,0,0,sentimentos
"It keeps doing ok to me, with one or another perhaps....needs a little more objectiveness, I think.",Dora Godoy,4,0,0,1,sentimentos
The best bank I've used. It's been almost a year since I've started on it and I'm not going back.,A Google user,5,0,0,1,sentimentos
"Very easy to use :) Super fast! Not a real bank yet -_-""",Luciela,4,0,0,1,sentimentos
"Need update for A11 Samsung, gotta reinstal each time i want use it for once, keeps stopping working",SCP WEB,1,1,0,0,sentimentos
"Very nice facility system, a great tech to make the finance service!",Barbosa & Souza,5,0,0,1,sentimentos
Easy interface access quickly deposit and money transitions.,Augusto César de Moraes,5,0,0,1,sentimentos
Easily the best banking experience I've ever had. No complaints whatsoever ❤️,Pedro Pansutti,5,0,0,1,sentimentos
"Best Digitalbank app ever! Easy, simple and objective. I love it",Maicon Berbert,5,0,0,1,sentimentos
I really adored this app and the attendance was great when I had problems in my account,Allan Mouatassim Bellah Abasri,5,0,0,1,sentimentos
"Excellent, easy to use and to understand. No abusive charges. I love it.",Myriam Janeth Salazar Terreros,5,0,0,1,sentimentos
Amazing solution. I don't use regular banks anymore. Can't live without it,Rafael Xavier,5,0,0,1,sentimentos
Nubank still does not let me pay the credit card bill automatically with their own account. How card can it be?!,Andre G,3,0,1,0,sentimentos
"Easy, security and fast. Great app.",Marcelo Castello,5,0,0,1,sentimentos
Great and intuitive app that features excellent services,Andrew Silva,5,0,0,1,sentimentos
"The best bank experience I already have, if you don't have a NU account I really recommend you give a try.",Helder B. Berto,5,0,0,1,sentimentos
"good app, but the main menu is a little bit confuse.",A Google user,5,0,0,1,sentimentos
It's the best credit card. They give all attention to you when you need,Naiara Alves,5,0,0,1,sentimentos
"becoming very heavy, almost wholy taking up my phone!!! Do you plan a 'lite' version?",Jim Campbell,3,0,1,0,sentimentos
excellent app! excellent bank! 5 starts NU BANK! Keep on Rocking! 🤘😎,Gonçalo Da Silva,5,0,0,1,sentimentos
Fenomenal app and bank. Keep the good work and the funny release notes hahaha,A Google user,5,0,0,1,sentimentos
Great app from a great company. Zero problems since day one.,Christofher C. Scheidt,5,0,0,1,sentimentos
"Easy to use, reliable and offer very good rates",Edmar Barros,5,0,0,1,sentimentos
Just fabulous and non intrusive. This App clearly works!!!,Collins Olagundoye,5,0,0,1,sentimentos
"awesome app, with great feature and very functional.",Fernando Costa,5,0,0,1,sentimentos
"Practical, simple, necessary and very useful.",Danilo Nascimento,5,0,0,1,sentimentos
"The app is crashing on Oneplus 5 , Android 10, oxygen os 10.0.1",Yogesh Yogesh,1,1,0,0,sentimentos
"Fast, secure, and transparent.",A Google user,5,0,0,1,sentimentos
a good company but not good to travei with when you only have a débit card..,Barry Rainho Goldman,3,0,1,0,sentimentos
Will be down to 1 star until Search function is re-enabled. What were developers thinking???,Julio BC,1,1,0,0,sentimentos
Good app Excellent The drawings are nice as well.,george sabbagh,5,0,0,1,sentimentos
Wanted automatic debt feature. Wanted to use business account with card terminals.,Homero Bonomini,3,0,1,0,sentimentos
I think is very important add on this app a fingerprint detector.,A Google user,5,0,0,1,sentimentos
"Easy, free of burocracies, beautiful and full of advantages <3",Jordana Dinora de Lima,5,0,0,1,sentimentos
App keeps crashing until I restart the phone. What a shame.,Matheus Queiroz,5,0,0,1,sentimentos
A nice app and easy to manage.,Matheus Diniz,5,0,0,1,sentimentos
I swapped my phone by a new one and the App never worked again... Do not recommend it.,Fernando Pacholok,1,1,0,0,sentimentos
Simple and transparent.,Lui,5,0,0,1,sentimentos
Fair and simple. Yet always improving. I love it.,A Google user,5,0,0,1,sentimentos
The best bank! Absolutely works wonders and amazing customer service!,Andrew LC,5,0,0,1,sentimentos
Very good... smart,Igor Carneiro,5,0,0,1,sentimentos
"Very easy application, always use in my day by day.",Douglas Souza Barbosa,5,0,0,1,sentimentos
My experience with this company it's a totally satisfactory experience and I would like to thank you for the support and help in my own experience as a customer once again thank you so much,Enrique Carrasco,5,0,0,1,sentimentos
"Excellent app, The best out there",Valenciaga TV,5,0,0,1,sentimentos
It's really easy to use but could be more visual.,Tabatha Aleister,5,0,0,1,sentimentos
"I recommend this bank to everyone, it's simple, good and safe.",Victor Camargo,5,0,0,1,sentimentos
Working almost perfectly now that I left the Beta Test app and reinstall ed the normal app,Marcelo B,5,0,0,1,sentimentos
"Out of nowhere, I got charged for something unspecified. Looks like a scam to me.",Kushinada,1,1,0,0,sentimentos
"Not working on Asus zenfone 2, since last month its a shame.",A Google user,1,1,0,0,sentimentos
Impossible to open since the last update.,Ralf Oliveira,1,1,0,0,sentimentos
It's great. My finances life is much easier with Nubank.,Lucas Mascarenhas Almeida,5,0,0,1,sentimentos
"Awesome! No bugs, easy to use.",A Google user,5,0,0,1,sentimentos
